Gene,X,Transcript.stable.ID,Plasmodium.falciparum.3D7.gene.stable.ID,X.id..query.gene.identical.to.target.Plasmodium.falciparum.3D7.gene,Plasmodium.knowlesi.gene.stable.ID,X.id..query.gene.identical.to.target.Plasmodium.knowlesi.gene,X.id..target.Plasmodium.falciparum.3D7.gene.identical.to.query.gene,X.id..target.Plasmodium.knowlesi.gene.identical.to.query.gene,Plasmodium.falciparum.3D7.orthology.confidence..0.low..1.high.,Plasmodium.knowlesi.orthology.confidence..0.low..1.high.,orth_name,Transcript.count,Plasmodium.falciparum.3D7.homology.type,Plasmodium.knowlesi.homology.type,Pm,Po,Pv,Pg,Py,Pc,Pcyb
PBANKA_1018600,PBANKA_101860,CDU21257,PF3D7_1426000,88.1988,PKH_132430,89.441,88.1988,89.441,1,0,ORTH_3187,1,ortholog_one2one,ortholog_one2one,PmUG01_13034100,PocGH01_13034100,PVX_085225,PGAL8A_00297400,PY17X_1020100,PCHAS_1019400,PCYB_133240
PBANKA_1018900,PBANKA_101890,CDU21260,PF3D7_1425700,47.3538,PKH_132460,39.5604,45.9459,38.9189,1,1,ORTH_3190,1,ortholog_one2one,ortholog_one2one,PmUG01_13034400,PocGH01_13034300,PVX_085240,PGAL8A_00297100,PY17X_1020400,PCHAS_1019700,PCYB_133270
PBANKA_1019000,PBANKA_101900,CDU21261,PF3D7_1425500,45.7143,PKH_132470,45.4545,47.619,47.619,1,1,ORTH_3191,1,ortholog_one2one,ortholog_one2one,PmUG01_13034600,PocGH01_13034500,PVX_085250,PGAL8A_00296900,PY17X_1020500,PCHAS_1019800,PCYB_133290
PBANKA_1019100,PBANKA_101910,CDU21262,PF3D7_1425400,38.835,PKH_132480,47.9798,48.3384,47.8348,1,1,ORTH_3192,1,ortholog_one2one,ortholog_one2one,PmUG01_13034700,PocGH01_13034600,PVX_085255,PGAL8A_00296800,PY17X_1020600,PCHAS_1019900,PCYB_133300
PBANKA_1019200,PBANKA_101920,CDU21263,PF3D7_1425300,43.6482,PKH_132490,35.1613,45.2703,36.8243,1,1,ORTH_3193,1,ortholog_one2one,ortholog_one2one,PmUG01_13034800,PocGH01_13034700,PVX_085260,PGAL8A_00296700,PY17X_1020700,PCHAS_1020000,PCYB_133310
PBANKA_1019300,PBANKA_101930,CDU21264,PF3D7_1425200,57.8818,PKH_132500,43.8669,56.7633,50.9662,1,1,ORTH_3194,1,ortholog_one2one,ortholog_one2one,PmUG01_13034900,PocGH01_13034800,PVX_085265,PGAL8A_00296600,PY17X_1020800,PCHAS_1020100,PCYB_133320
PBANKA_1019400,PBANKA_101940,CDU21265,PF3D7_1424400,75.265,PKH_132510,69.8413,75,77.4648,1,1,ORTH_3195,1,ortholog_one2one,ortholog_one2one,PmUG01_13035000,PocGH01_13035400,PVX_085270,PGAL8A_00296000,PY17X_1020900,PCHAS_1020200,PCYB_133330
PBANKA_1019500,PBANKA_101950,CDU21266,PF3D7_1424100,82.3129,PKH_132520,84.4068,82.5939,84.9829,1,1,ORTH_3196,1,ortholog_one2one,ortholog_one2one,PmUG01_13035100,PocGH01_13035700,PVX_085275,PGAL8A_00295700,PY17X_1021000,PCHAS_1020300,PCYB_133340
PBANKA_1019600,PBANKA_101960,CDU21267,PF3D7_1423800,38.2834,PKH_132530,33.4272,41.3235,34.9265,1,1,ORTH_3197,1,ortholog_one2one,ortholog_one2one,PmUG01_13035200,PocGH01_13036100,PVX_085290,PGAL8A_00295600,PY17X_1021500,PCHAS_1020400,PCYB_133350
PBANKA_1019700,PBANKA_101970,CDU21268,PF3D7_1423700,27.792,PKH_132540,26.9584,36.8197,32.483,1,1,ORTH_3198,1,ortholog_one2one,ortholog_one2one,PmUG01_13035300,PocGH01_13036200,PVX_085295,PGAL8A_00295500,PY17X_1021600,PCHAS_1020500,PCYB_133360
PBANKA_1019800,PBANKA_101980,CDU21269,PF3D7_1423600,85.2113,PKH_132550,68.9103,85.2113,75.7042,1,0,ORTH_3199,1,ortholog_one2one,ortholog_one2one,PmUG01_13035400,PocGH01_13036300,PVX_085300,PGAL8A_00295400,PY17X_1021700,PCHAS_1020600,PCYB_133370
PBANKA_1020000,PBANKA_102000,CDU21271,PF3D7_1423400,22.9352,PKH_132570,18.4423,25.0746,15.3731,0,0,ORTH_3200,1,ortholog_one2one,ortholog_one2one,PmUG01_13035600,PocGH01_13036500,PVX_085310,PGAL8A_00295200,PY17X_1021900,PCHAS_1020800,PCYB_133390
PBANKA_1020100,PBANKA_102010,CDU21272,PF3D7_1423300,74.1397,PKH_132580,75.8368,74.5283,75.9958,1,1,ORTH_3201,1,ortholog_one2one,ortholog_one2one,PmUG01_13035700,PocGH01_13036600,PVX_085315,PGAL8A_00295100,PY17X_1022000,PCHAS_1020900,PCYB_133400
PBANKA_1020200,PBANKA_102020,CDU21273,PF3D7_1423200,56.0538,PKH_132590,55.1471,58.8235,52.9412,1,0,ORTH_3202,1,ortholog_one2one,ortholog_one2one,PmUG01_13035800,PocGH01_13036700,PVX_085320,PGAL8A_00295000,PY17X_1022100,PCHAS_1021000,PCYB_133410
PBANKA_1020400,PBANKA_102040,CDU21275,PF3D7_1423000,78.8501,PKH_132610,65.0089,76.1905,72.619,1,1,ORTH_3204,1,ortholog_one2one,ortholog_one2one,PmUG01_13036000,PocGH01_13036900,PVX_085330,PGAL8A_00294800,PY17X_1022300,PCHAS_1021200,PCYB_133430
PBANKA_1020500,PBANKA_102050,CDU21276,PF3D7_1422900,48,PKH_132620,34.5238,37.6384,37.4539,1,1,ORTH_3205,1,ortholog_one2one,ortholog_one2one,PmUG01_13036100,PocGH01_13037000,PVX_085335,PGAL8A_00294700,PY17X_1022400,PCHAS_1021300,PCYB_133440
PBANKA_1020600,PBANKA_102060,CDU21277,PF3D7_1422800,58.2375,PKH_132630,56.8317,62.6804,59.1753,1,0,ORTH_3206,1,ortholog_one2one,ortholog_one2one,PmUG01_13036200,PocGH01_13037100,PVX_085340,PGAL8A_00294600,PY17X_1022500,PCHAS_1021400,PCYB_133450
PBANKA_1020700,PBANKA_102070,CDU21278,PF3D7_1422700,38.6555,PKH_132640,37.9612,47.2765,40.185,1,1,ORTH_3207,1,ortholog_one2one,ortholog_one2one,PmUG01_13036300,PocGH01_13037200,PVX_085345,PGAL8A_00294500,PY17X_1022600,PCHAS_1021500,PCYB_133460
PBANKA_1020800,PBANKA_102080,CDU21279,PF3D7_1422600,29.6412,PKH_132650,29.1829,40.2542,31.7797,1,1,ORTH_3208,1,ortholog_one2one,ortholog_one2one,PmUG01_13036400,PocGH01_13037300,PVX_085350,PGAL8A_00294400,PY17X_1022700,PCHAS_1021600,PCYB_133470
PBANKA_1020900,PBANKA_102090,CDU21280,PF3D7_1422500,70,PKH_132660,67.5676,70.5534,69.17,1,1,ORTH_3209,1,ortholog_one2one,ortholog_one2one,PmUG01_13036500,PocGH01_13037400,PVX_085355,PGAL8A_00294300,PY17X_1022800,PCHAS_1021700,PCYB_133480
PBANKA_1021000,PBANKA_102100,CDU21281,PF3D7_1422400,33.865,PKH_132670,34.6779,40.4989,39.1049,1,1,ORTH_3210,1,ortholog_one2one,ortholog_one2one,PmUG01_13036600,PocGH01_13037500,PVX_085360,PGAL8A_00294200,PY17X_1022900,PCHAS_1021800,PCYB_133490
PBANKA_1021100,PBANKA_102110,CDU21282,PF3D7_1422300,42.6554,PKH_132680,41.3882,47.0405,50.1558,1,1,ORTH_3211,1,ortholog_one2one,ortholog_one2one,PmUG01_13036700,PocGH01_13037600,PVX_085365,PGAL8A_00294100,PY17X_1023000,PCHAS_1021900,PCYB_133500
PBANKA_1021200,PBANKA_102120,CDU21283,PF3D7_1422200,56.9132,PKH_132690,53.1148,56.7308,51.9231,1,1,ORTH_3212,1,ortholog_one2one,ortholog_one2one,PmUG01_13036800,PocGH01_13037700,PVX_085370,PGAL8A_00294000,PY17X_1023100,PCHAS_1022000,PCYB_133510
PBANKA_1021300,PBANKA_102130,CDU21284,PF3D7_1422100,65.2632,PKH_132700,62.2691,69.4678,66.1064,1,1,ORTH_3213,1,ortholog_one2one,ortholog_one2one,PmUG01_13036900,PocGH01_13037800,PVX_085375,PGAL8A_00293900,PY17X_1023200,PCHAS_1022100,PCYB_133520
PBANKA_1021400,PBANKA_102140,CDU21285,PF3D7_1422000,80.6452,PKH_132710,78.9474,80.6452,80.6452,1,1,ORTH_3214,1,ortholog_one2one,ortholog_one2one,PmUG01_13037000,PocGH01_13037900,PVX_085380,PGAL8A_00293800,PY17X_1023300,PCHAS_1022200,PCYB_133530
PBANKA_1021500,PBANKA_102150,CDU21286,PF3D7_1421900,46.25,PKH_132720,43.4783,44.8485,42.4242,1,1,ORTH_3215,1,ortholog_one2one,ortholog_one2one,PmUG01_13037100,PocGH01_13038000,PVX_085385,PGAL8A_00293700,PY17X_1023400,PCHAS_1022300,PCYB_133540
PBANKA_1021700,PBANKA_102170,CDU21288,PF3D7_1421600,38.4503,PKH_132740,32.1381,38.0608,35.0217,1,1,ORTH_3217,1,ortholog_one2one,ortholog_one2one,PmUG01_13037300,PocGH01_13038200,PVX_085395,PGAL8A_00293500,PY17X_1023600,PCHAS_1022500,PCYB_133560
PBANKA_1021800,PBANKA_102180,CDU21289,PF3D7_1421500,62.8319,PKH_132750,61.1111,71,66,1,1,ORTH_3218,1,ortholog_one2one,ortholog_one2one,PmUG01_13037400,PocGH01_13038300,PVX_085405,PGAL8A_00293400,PY17X_1023700,PCHAS_1022600,PCYB_133570
PBANKA_1021900,PBANKA_102190,CDU21290,PF3D7_1421400,85.0694,PKH_132760,78.0731,85.3659,81.8815,1,1,ORTH_3219,1,ortholog_one2one,ortholog_one2one,PmUG01_13037500,PocGH01_13038400,PVX_085410,PGAL8A_00293300,PY17X_1023800,PCHAS_1022700,PCYB_133580
PBANKA_1022000,PBANKA_102200,CDU21291,PF3D7_1421200,86.6667,PKH_132780,70.2899,86.6667,92.381,1,1,ORTH_3220,1,ortholog_one2one,ortholog_one2one,PmUG01_13037700,PocGH01_13038600,PVX_085420,PGAL8A_00293100,PY17X_1023900,PCHAS_1022800,PCYB_133600
PBANKA_1022100,PBANKA_102210,CDU21292,PF3D7_1421100,30.4868,PKH_132790,34.1324,41.6122,32.5708,1,1,ORTH_3221,1,ortholog_one2one,ortholog_one2one,PmUG01_13037800,PocGH01_13038700,PVX_085425,PGAL8A_00292900,PY17X_1024000,PCHAS_1022900,PCYB_133610
PBANKA_1022200,PBANKA_102220,CDU21293,PF3D7_1421000,58.1921,PKH_132800,57.8035,59.1954,57.4713,1,1,ORTH_3222,1,ortholog_one2one,ortholog_one2one,PmUG01_13037900,PocGH01_13038800,PVX_085430,PGAL8A_00292800,PY17X_1024100,PCHAS_1023000,PCYB_133620
PBANKA_1022300,PBANKA_102230,CDU21294,PF3D7_1420900,71.8137,PKH_132810,64.2857,70.7729,67.3913,1,1,ORTH_3223,1,ortholog_one2one,ortholog_one2one,PmUG01_13038000,PocGH01_13038900,PVX_085435,PGAL8A_00292700,PY17X_1024200,PCHAS_1023100,PCYB_133630
PBANKA_1022400,PBANKA_102240,CDU21295,PF3D7_1420800,61.0895,PKH_132820,52.5292,60.8527,52.3256,1,1,ORTH_3224,1,ortholog_one2one,ortholog_one2one,PmUG01_13038100,PocGH01_13039000,PVX_085440,PGAL8A_00292600,PY17X_1024300,PCHAS_1023200,PCYB_133640
PBANKA_1022500,PBANKA_102250,CDU21296,PF3D7_1420700,26.5222,PKH_132830,27.2059,31.4181,31.6626,1,1,ORTH_3225,1,ortholog_one2one,ortholog_one2one,PmUG01_13038200,PocGH01_13039100,PVX_085445,PGAL8A_00292500,PY17X_1024400,PCHAS_1023300,PCYB_133650
PBANKA_1022600,PBANKA_102260,CDU21297,PF3D7_1420600,35.8382,PKH_132840,30.531,33.7568,25.0454,1,1,ORTH_3226,1,ortholog_one2one,ortholog_one2one,PmUG01_13038300,PocGH01_13039200,PVX_085450,PGAL8A_00292400,PY17X_1024500,PCHAS_1023400,PCYB_133660
PBANKA_1022700,PBANKA_102270,CDU21298,PF3D7_1420500,44.0476,PKH_132850,49.1423,56.7982,53.3991,1,1,ORTH_3227,1,ortholog_one2one,ortholog_one2one,PmUG01_13038400,PocGH01_13039300,PVX_085455,PGAL8A_00292300,PY17X_1024600,PCHAS_1023500,PCYB_133670
PBANKA_1022800,PBANKA_102280,CDU21299,PF3D7_1420400,55.3431,PKH_132860,55.5422,60.5911,56.7734,1,1,ORTH_3228,1,ortholog_one2one,ortholog_one2one,PmUG01_13038500,PocGH01_13039400,PVX_085460,PGAL8A_00292200,PY17X_1024700,PCHAS_1023600,PCYB_133680
PBANKA_1022900,PBANKA_102290,CDU21300,PF3D7_1420300,34.7682,PKH_132870,34.8315,43.0328,38.1148,1,0,ORTH_3229,1,ortholog_one2one,ortholog_one2one,PmUG01_13038600,PocGH01_13039500,PVX_085465,PGAL8A_00292100,PY17X_1024800,PCHAS_1023700,PCYB_133690
PBANKA_1023000,PBANKA_102300,CDU21301,PF3D7_1420200,56.7871,PKH_132880,56.2662,61.3183,56.4614,1,0,ORTH_3230,1,ortholog_one2one,ortholog_one2one,PmUG01_13038700,PocGH01_13039600,PVX_085470,PGAL8A_00292000,PY17X_1024900,PCHAS_1023800,PCYB_133700
PBANKA_1023100,PBANKA_102310,CDU21302,PF3D7_1420100,29.8137,PKH_132890,24.1311,28.3651,24.1628,1,0,ORTH_3231,1,ortholog_one2one,ortholog_one2one,PmUG01_13038800,PocGH01_13039700,PVX_085475,PGAL8A_00291900,PY17X_1025000,PCHAS_1023900,PCYB_133710
PBANKA_1023200,PBANKA_102320,CDU21303,PF3D7_1420000,50.4132,PKH_132900,41.6342,57.5472,50.4717,1,0,ORTH_3232,1,ortholog_one2one,ortholog_one2one,PmUG01_13038900,PocGH01_13039800,PVX_085480,PGAL8A_00291800,PY17X_1025100,PCHAS_1024000,PCYB_133720
PBANKA_1023300,PBANKA_102330,CDU21304,PF3D7_1419900,64.3357,PKH_132910,55.3922,63.0137,58.0479,1,1,ORTH_3233,1,ortholog_one2one,ortholog_one2one,PmUG01_13039000,PocGH01_13039900,PVX_085485,PGAL8A_00291700,PY17X_1025200,PCHAS_1024100,PCYB_133730
PBANKA_1023500,PBANKA_102350,CDU21306,PF3D7_1419700,68.7623,PKH_132930,75.1553,74.4681,77.234,1,1,ORTH_3234,1,ortholog_one2one,ortholog_one2one,PmUG01_13039200,PocGH01_13040100,PVX_085495,PGAL8A_00291500,PY17X_1025400,PCHAS_1024300,PCYB_133750
PBANKA_1023600,PBANKA_102360,CDU21307,PF3D7_1419600,45.7516,PKH_132940,43.6145,45.6522,39.3478,1,1,ORTH_3235,1,ortholog_one2one,ortholog_one2one,PmUG01_13039300,PocGH01_13040200,PVX_085500,PGAL8A_00291400,PY17X_1025500,PCHAS_1024400,PCYB_133760
PBANKA_1023700,PBANKA_102370,CDU21308,PF3D7_1419500,36.9668,PKH_132950,38.4977,36.1111,37.963,1,1,ORTH_3236,1,ortholog_one2one,ortholog_one2one,PmUG01_13039400,PocGH01_13040300,PVX_085505,PGAL8A_00291300,PY17X_1025600,PCHAS_1024500,PCYB_133770
PBANKA_1023800,PBANKA_102380,CDU21309,PF3D7_1419400,31.8946,PKH_132960,34.2682,36.9085,35.3312,1,1,ORTH_3237,1,ortholog_one2one,ortholog_one2one,PmUG01_13039500,PocGH01_13040400,PVX_085510,PGAL8A_00291200,PY17X_1025700,PCHAS_1024600,PCYB_133780
PBANKA_1023900,PBANKA_102390,CDU21310,PF3D7_1419300,80.5687,PKH_132970,79.5122,82.9268,79.5122,1,1,ORTH_3238,1,ortholog_one2one,ortholog_one2one,PmUG01_13039600,PocGH01_13040500,PVX_085515,PGAL8A_00291100,PY17X_1025800,PCHAS_1024700,PCYB_133790
PBANKA_1024100,PBANKA_102410,CDU21312,PF3D7_1419100,44.2843,PKH_132990,49.4229,45.8706,46.8657,1,0,ORTH_3240,1,ortholog_one2one,ortholog_one2one,PmUG01_13039800,PocGH01_13040700,PVX_085525,PGAL8A_00290900,PY17X_1026000,PCHAS_1024900,PCYB_133810
PBANKA_1024200,PBANKA_102420,CDU21313,PF3D7_1419000,33.3619,PKH_133000,36.5876,34.6702,35.7397,1,1,ORTH_3241,1,ortholog_one2one,ortholog_one2one,PmUG01_13039900,PocGH01_13040800,PVX_085530,PGAL8A_00290800,PY17X_1026100,PCHAS_1025000,PCYB_133820
PBANKA_1024300,PBANKA_102430,CDU21314,PF3D7_1418900,63.4703,PKH_133010,68.0672,63.9816,27.9632,1,0,ORTH_3242,1,ortholog_one2one,ortholog_one2one,PmUG01_13040000,PocGH01_13040900,PVX_085535,PGAL8A_00290700,PY17X_1026200,PCHAS_1025100,PCYB_133830
PBANKA_1025200,PBANKA_102520,CDU21323,PF3D7_1417500,81.1159,PKH_133030,77.6842,82.8947,80.9211,1,1,ORTH_3244,1,ortholog_one2one,ortholog_one2one,PmUG01_13040900,PocGH01_13042200,PVX_085575,PGAL8A_00289100,PY17X_1027600,PCHAS_1026000,PCYB_133920
PBANKA_1025400,PBANKA_102540,CDU21325,PF3D7_1417300,34.0747,PKH_133050,38.2617,38.1854,38.1854,1,0,ORTH_3245,1,ortholog_one2one,ortholog_one2one,PmUG01_13041100,PocGH01_13042500,PVX_085585,PGAL8A_00288900,PY17X_1027800,PCHAS_1026200,PCYB_133940
PBANKA_1026300,PBANKA_102630,CDU21334,PF3D7_1416400,59.5975,PKH_133080,52.4194,59.322,50.077,1,1,ORTH_3248,1,ortholog_one2one,ortholog_one2one,PmUG01_13042000,PocGH01_13043400,PVX_085630,PGAL8A_00288000,PY17X_1028700,PCHAS_1027100,PCYB_134030
PBANKA_1026400,PBANKA_102640,CDU21335,PF3D7_1416300,58.753,PKH_133090,59.4595,62.5,61.7347,1,1,ORTH_3249,1,ortholog_one2one,ortholog_one2one,PmUG01_13042100,PocGH01_13043500,PVX_085635,PGAL8A_00287900,PY17X_1028800,PCHAS_1027200,PCYB_134040
PBANKA_1026500,PBANKA_102650,CDU21336,PF3D7_1416200,25.2193,PKH_133100,26.3238,30.4878,27.4125,1,1,ORTH_3250,1,ortholog_one2one,ortholog_one2one,PmUG01_13042200,PocGH01_13043600,PVX_085640,PGAL8A_00287800,PY17X_1028900,PCHAS_1027300,PCYB_134050
PBANKA_1026600,PBANKA_102660,CDU21337,PF3D7_1416100,57.4173,PKH_133110,61.2684,58.9266,59.2552,1,0,ORTH_3251,1,ortholog_one2one,ortholog_one2one,PmUG01_13042300,PocGH01_13043700,PVX_085645,PGAL8A_00287700,PY17X_1029000,PCHAS_1027400,PCYB_134060
PBANKA_1026700,PBANKA_102670,CDU21338,PF3D7_1416000,54.5455,PKH_133120,56.8182,54.0541,56.3063,1,1,ORTH_3252,1,ortholog_one2one,ortholog_one2one,PmUG01_13042400,PocGH01_13043800,PVX_085650,PGAL8A_00287600,PY17X_1029100,PCHAS_1027500,PCYB_134070
PBANKA_1026800,PBANKA_102680,CDU21339,PF3D7_1415900,72.6027,PKH_133130,69.7531,74.6479,79.5775,1,0,ORTH_3253,1,ortholog_one2one,ortholog_one2one,PmUG01_13042500,PocGH01_13043900,PVX_085655,PGAL8A_00287500,PY17X_1029200,PCHAS_1027600,PCYB_134080
PBANKA_1026900,PBANKA_102690,CDU21340,PF3D7_1415800,74.2782,PKH_133140,70.3125,67.2209,64.133,1,1,ORTH_3254,1,ortholog_one2one,ortholog_one2one,PmUG01_13042600,PocGH01_13044000,PVX_085660,PGAL8A_00287400,PY17X_1029300,PCHAS_1027700,PCYB_134090
PBANKA_1027000,PBANKA_102700,CDU21341,PF3D7_1415700,67.8322,PKH_133150,70.4028,68.1898,70.6503,1,1,ORTH_3255,1,ortholog_one2one,ortholog_one2one,PmUG01_13042700,PocGH01_13044100,PVX_085665,PGAL8A_00287300,PY17X_1029400,PCHAS_1027800,PCYB_134100
PBANKA_1027100,PBANKA_102710,CDU21342,PF3D7_1415600,18.8256,PKH_133160,14.843,20.6439,14.7727,0,0,ORTH_3256,1,ortholog_one2one,ortholog_one2one,PmUG01_13042800,PocGH01_13044200,PVX_085670,PGAL8A_00287200,PY17X_1029500,PCHAS_1027900,PCYB_134110
PBANKA_1027200,PBANKA_102720,CDU21343,PF3D7_1415500,43.3798,PKH_133170,39.9274,44.8649,39.6396,1,1,ORTH_3257,1,ortholog_one2one,ortholog_one2one,PmUG01_13042900,PocGH01_13044300,PVX_085675,PGAL8A_00287100,PY17X_1029600,PCHAS_1028000,PCYB_134120
PBANKA_1027300,PBANKA_102730,CDU21344,PF3D7_1415400,21.0312,PKH_133180,18.5162,24.5447,23.5154,0,0,ORTH_3258,1,ortholog_one2one,ortholog_one2one,PmUG01_13043000,PocGH01_13044400,PVX_085680,PGAL8A_00287000,PY17X_1029700,PCHAS_1028100,PCYB_134130
PBANKA_1027400,PBANKA_102740,CDU21345,PF3D7_1415300,66.4688,PKH_133190,69.4611,66.4688,68.8427,1,1,ORTH_3259,1,ortholog_one2one,ortholog_one2one,PmUG01_13043100,PocGH01_13044500,PVX_085685,PGAL8A_00286900,PY17X_1029800,PCHAS_1028200,PCYB_134140
PBANKA_1027500,PBANKA_102750,CDU21346,PF3D7_1415200,79.1667,PKH_133200,80.8511,79.1667,79.1667,1,1,ORTH_3260,1,ortholog_one2one,ortholog_one2one,PmUG01_13043200,PocGH01_13044600,PVX_085690,PGAL8A_00286800,PY17X_1029900,PCHAS_1028300,PCYB_134150
PBANKA_1027600,PBANKA_102760,CDU21347,PF3D7_1415100,50.339,PKH_133210,58.5821,52.7531,55.7726,1,1,ORTH_3261,1,ortholog_one2one,ortholog_one2one,PmUG01_13043300,PocGH01_13044700,PVX_085695,PGAL8A_00286700,PY17X_1030000,PCHAS_1028400,PCYB_134160
PBANKA_1027700,PBANKA_102770,CDU21348,PF3D7_1415000,62.4224,PKH_133220,61.9186,62.037,65.7407,1,1,ORTH_3262,1,ortholog_one2one,ortholog_one2one,PmUG01_13043400,PocGH01_13044800,PVX_085700,PGAL8A_00286600,PY17X_1030100,PCHAS_1028500,PCYB_134170
PBANKA_1027800,PBANKA_102780,CDU21349,PF3D7_1414900,39.1779,PKH_133230,40.9311,42.3391,38.2593,1,1,ORTH_3263,1,ortholog_one2one,ortholog_one2one,PmUG01_13043500,PocGH01_13044900,PVX_085705,PGAL8A_00286500,PY17X_1030200,PCHAS_1028600,PCYB_134180
PBANKA_1027900,PBANKA_102790,CDU21350,PF3D7_1414800,54.2289,PKH_133240,57.2139,56.1856,59.2784,1,1,ORTH_3264,1,ortholog_one2one,ortholog_one2one,PmUG01_13043600,PocGH01_13045000,PVX_085710,PGAL8A_00286400,PY17X_1030300,PCHAS_1028700,PCYB_134190
PBANKA_1028000,PBANKA_102800,CDU21351,PF3D7_1414700,31.6474,PKH_133250,31.3662,35.7259,31.6476,1,1,ORTH_3265,1,ortholog_one2one,ortholog_one2one,PmUG01_13043700,PocGH01_13045100,PVX_085715,PGAL8A_00286300,PY17X_1030400,PCHAS_1028800,PCYB_134200
PBANKA_1028100,PBANKA_102810,CDU21352,PF3D7_1414600,59.6154,PKH_133260,57.5453,67.2451,62.039,1,0,ORTH_3266,1,ortholog_one2one,ortholog_one2one,PmUG01_13043800,PocGH01_13045200,PVX_085720,PGAL8A_00286200,PY17X_1030500,PCHAS_1028900,PCYB_134210
PBANKA_1028200,PBANKA_102820,CDU21353,PF3D7_1414500,29.2241,PKH_133270,35.3122,38.0727,37.931,1,1,ORTH_3267,1,ortholog_one2one,ortholog_one2one,PmUG01_13043900,PocGH01_13045300,PVX_085725,PGAL8A_00286100,PY17X_1030600,PCHAS_1029000,PCYB_134220
PBANKA_1028300,PBANKA_102830,CDU21354,PF3D7_1414400,99.0132,PKH_133280,99.0132,99.0132,99.0132,1,1,ORTH_3268,1,ortholog_one2one,ortholog_one2one,PmUG01_13044000,PocGH01_13045400,PVX_085730,PGAL8A_00286000,PY17X_1030700,PCHAS_1029100,PCYB_134230
PBANKA_1028400,PBANKA_102840,CDU21355,PF3D7_1414300,97.2603,PKH_133290,97.2603,97.2603,97.2603,1,1,ORTH_3269,1,ortholog_one2one,ortholog_one2one,PmUG01_13044100,PocGH01_13045500,PVX_085735,PGAL8A_00285900,PY17X_1030800,PCHAS_1029200,PCYB_134240
PBANKA_1028500,PBANKA_102850,CDU21356,PF3D7_1414200,32.6781,PKH_133300,45.122,43.1818,48.0519,1,1,ORTH_3270,1,ortholog_one2one,ortholog_one2one,PmUG01_13044200,PocGH01_13045600,PVX_085740,PGAL8A_00285800,PY17X_1030900,PCHAS_1029300,PCYB_134250
PBANKA_1028600,PBANKA_102860,CDU21357,PF3D7_1414100,40.1077,PKH_133310,40.411,43.9528,43.5103,1,0,ORTH_3271,1,ortholog_one2one,ortholog_one2one,PmUG01_13044300,PocGH01_13045700,PVX_085745,PGAL8A_00285700,PY17X_1031000,PCHAS_1029400,PCYB_134260
PBANKA_1028700,PBANKA_102870,CDU21358,PF3D7_1414000,66.4032,PKH_133360,56.5371,66.6667,63.4921,1,1,ORTH_3272,1,ortholog_one2one,ortholog_one2one,PmUG01_13044400,PocGH01_13045800,PVX_085750,PGAL8A_00285600,PY17X_1031100,PCHAS_1029500,PCYB_134270
PBANKA_1028800,PBANKA_102880,CDU21359,PF3D7_1413900,66.4042,PKH_133370,65.0919,66.4042,65.0919,1,1,ORTH_3273,1,ortholog_one2one,ortholog_one2one,PmUG01_13044500,PocGH01_13045900,PVX_085755,PGAL8A_00285500,PY17X_1031200,PCHAS_1029600,PCYB_134280
PBANKA_1028900,PBANKA_102890,CDU21360,PF3D7_1413800,73.1006,PKH_133380,71.2245,74.7899,73.3193,1,0,ORTH_3274,1,ortholog_one2one,ortholog_one2one,PmUG01_13044600,PocGH01_13046000,PVX_085760,PGAL8A_00285400,PY17X_1031300,PCHAS_1029700,PCYB_134290
PBANKA_1029000,PBANKA_102900,CDU21361,PF3D7_1413700,20.6925,PKH_133390,21.4992,22.9643,23.8792,0,0,ORTH_3275,1,ortholog_one2one,ortholog_one2one,PmUG01_13044700,PocGH01_13046100,PVX_085765,PGAL8A_00285300,PY17X_1031400,PCHAS_1029800,PCYB_134300
PBANKA_1029200,PBANKA_102920,CDU21363,PF3D7_1413500,67.4352,PKH_133410,72.9483,64.1096,65.7534,1,1,ORTH_3276,1,ortholog_one2one,ortholog_one2one,PmUG01_13044900,PocGH01_13046300,PVX_085775,PGAL8A_00285100,PY17X_1031600,PCHAS_1030000,PCYB_134320
PBANKA_1029300,PBANKA_102930,CDU21364,PF3D7_1413400,45.7232,PKH_133420,51.7707,49.2462,51.4238,1,1,ORTH_3277,1,ortholog_one2one,ortholog_one2one,PmUG01_13045000,PocGH01_13046400,PVX_085780,PGAL8A_00285000,PY17X_1031700,PCHAS_1030100,PCYB_134330
PBANKA_1029400,PBANKA_102940,CDU21365,PF3D7_1413200,45.4545,PKH_133440,55.335,55.5556,65.2047,1,1,ORTH_3278,1,ortholog_one2one,ortholog_one2one,PmUG01_13045200,PocGH01_13046600,PVX_085790,PGAL8A_00284800,PY17X_1031800,PCHAS_1030200,PCYB_134350
PBANKA_1029500,PBANKA_102950,CDU21366,PF3D7_1413100,41.7103,PKH_133450,50.2982,47.5149,50.2982,1,1,ORTH_3279,1,ortholog_one2one,ortholog_one2one,PmUG01_13045300,PocGH01_13046700,PVX_085795,PGAL8A_00284700,PY17X_1031900,PCHAS_1030300,PCYB_134360
PBANKA_1029600,PBANKA_102960,CDU21367,PF3D7_1413000,37.3673,PKH_133460,35.9375,46.8085,42.8191,1,1,ORTH_3280,1,ortholog_one2one,ortholog_one2one,PmUG01_13045400,PocGH01_13046800,PVX_085800,PGAL8A_00284600,PY17X_1032000,PCHAS_1030400,PCYB_134370
