GeneNew	Type	Domain	Domain2	Val1	Val2	Val3
PF3D7_1142700	InterproscanData_RSRC	SSF48403	51277	25	118	8.30E-13
PF3D7_1143000	InterproscanData_RSRC	PF12697	Abhydrolase_6	126	374	2.10E-15
PF3D7_1143000	InterproscanData_RSRC	SSF53474	53348	123	380	2.50E-28
PF3D7_1143200	InterproscanData_RSRC	SM00271	DnaJ	35	87	1.90E-06
PF3D7_1143200	InterproscanData_RSRC	PS50076	DNAJ_2	36	95	1.20E+01
PF3D7_1143200	InterproscanData_RSRC	SSF46565	50633	25	96	3.40E-14
PF3D7_1143200	InterproscanData_RSRC	PF00226	DnaJ	36	92	1.70E-08
PF3D7_1143300	InterproscanData_RSRC	SSF56553	47315	84	217	1.60E-35
PF3D7_1143300	InterproscanData_RSRC	PF01193	RNA_pol_L	63	320	1.90E-17
PF3D7_1143300	InterproscanData_RSRC	SM00662	RPOLD	59	326	1.30E-62
PF3D7_1143300	InterproscanData_RSRC	PF01000	RNA_pol_A_bac	91	216	3.40E-22
PF3D7_1143300	InterproscanData_RSRC	SSF55257	51060	246	329	9.20E-33
PF3D7_1143300	InterproscanData_RSRC	SSF55257	51060	46	89	9.20E-33
PF3D7_1143400	InterproscanData_RSRC	SSF50249	53338	2	143	7.40E-51
PF3D7_1143400	InterproscanData_RSRC	TIGR00523	TIGR00523	14	111	4.90E-38
PF3D7_1143400	InterproscanData_RSRC	SM00652	eIF1a	28	110	3.50E-47
PF3D7_1143400	InterproscanData_RSRC	PS50832	S1_IF1_TYPE	22	96	3.20E+01
PF3D7_1143400	InterproscanData_RSRC	PF01176	eIF-1a	30	94	2.90E-28
PF3D7_1143500	InterproscanData_RSRC	SSF50985	45691	244	404	1.20E-19
PF3D7_1143800	InterproscanData_RSRC	SSF56281	52141	475	514	1.00E-20
PF3D7_1143800	InterproscanData_RSRC	SSF56281	52141	567	705	1.00E-20
PF3D7_1143800	InterproscanData_RSRC	SSF56281	52141	420	442	1.00E-20
PF3D7_1143800	InterproscanData_RSRC	PF12706	Lactamase_B_2	436	684	1.90E-32
PF3D7_1143900	InterproscanData_RSRC	PF01256	Carb_kinase	49	296	9.40E-33
PF3D7_1143900	InterproscanData_RSRC	SSF53613	52784	333	371	1.70E-40
PF3D7_1143900	InterproscanData_RSRC	SSF53613	52784	30	293	1.70E-40
PF3D7_1143900	InterproscanData_RSRC	PS51383	YJEF_C_3	26	372	6.10E+01
PF3D7_1144000	InterproscanData_RSRC	PF01249	Ribosomal_S21e	1	80	3.90E-36
PF3D7_1141900	InterproscanData_RSRC	PF12314	IMCp	63	156	2.00E-22
PF3D7_1143100	InterproscanData_RSRC	PF00847	AP2	1365	1413	5.80E-07
PF3D7_1144000	InterproscanData_RSRC	PIRSF002148		1	82	2.20E-45
PF3D7_1144100	InterproscanData_RSRC	PF05046	Img2	45	123	8.80E-20
PF3D7_1144500	InterproscanData_RSRC	SSF69572	51360	2	103	9.70E-54
PF3D7_1144500	InterproscanData_RSRC	SSF69572	51360	133	331	9.70E-54
PF3D7_1144300	InterproscanData_RSRC	PF05162	Ribosomal_L41	15	38	1.00E-11
PF3D7_1144500	InterproscanData_RSRC	PF00899	ThiF	24	131	7.60E-07
PF3D7_1144600	InterproscanData_RSRC	PF02270	TFIIF_beta	15	313	1.40E-08
PF3D7_1144800	InterproscanData_RSRC	PF00132	Hexapep	499	532	9.10E-05
PF3D7_1144800	InterproscanData_RSRC	PF00132	Hexapep	464	496	2.20E-03
PF3D7_1144800	InterproscanData_RSRC	SSF51161	53166	451	537	1.10E-15
PF3D7_1144900	InterproscanData_RSRC	PF00071	Ras	13	172	1.20E-57
PF3D7_1144900	InterproscanData_RSRC	SM00177	ARF	1	176	5.30E-03
PF3D7_1144900	InterproscanData_RSRC	TIGR00231	TIGR00231	11	168	7.30E-29
PF3D7_1144900	InterproscanData_RSRC	SM00175	RAB	12	175	3.60E-82
PF3D7_1144900	InterproscanData_RSRC	SM00176	RAN	17	201	4.20E-08
PF3D7_1144900	InterproscanData_RSRC	SSF52540	53350	11	174	1.70E-56
PF3D7_1144900	InterproscanData_RSRC	SM00174	RHO	14	174	3.40E-11
PF3D7_1144900	InterproscanData_RSRC	PS51419	RAB	3	205	3.20E+01
PF3D7_1144900	InterproscanData_RSRC	SM00173	RAS	9	175	1.10E-33
PF3D7_1145100	InterproscanData_RSRC	PF08752	COP-gamma_platf	783	883	9.80E-23
PF3D7_1145100	InterproscanData_RSRC	SSF49348	50393	910	952	2.10E-36
PF3D7_1145100	InterproscanData_RSRC	SSF49348	50393	772	883	2.10E-36
PF3D7_1145100	InterproscanData_RSRC	SSF48371	53212	347	649	6.10E-72
PF3D7_1145100	InterproscanData_RSRC	SSF48371	53212	36	253	6.10E-72
PF3D7_1145100	InterproscanData_RSRC	SSF55711	49039	961	1067	5.30E-28
PF3D7_1145100	InterproscanData_RSRC	PF01602	Adaptin_N	37	650	1.10E-80
PF3D7_1145100	InterproscanData_RSRC	PIRSF037093		16	1068	0.00E+00
PF3D7_1145200	InterproscanData_RSRC	SSF56112	53164	55	407	4.80E-55
PF3D7_1145200	InterproscanData_RSRC	SM00220	S_TKc	79	341	1.20E-30
PF3D7_1145200	InterproscanData_RSRC	PS50011	PROTEIN_KINASE_DOM	79	341	3.10E+01
PF3D7_1145200	InterproscanData_RSRC	PF00069	Pkinase	80	341	5.60E-39
PF3D7_1145300	InterproscanData_RSRC	PF10235	Cript	20	81	9.80E-13
PF3D7_1145400	InterproscanData_RSRC	SM00053	DYNc	6	252	3.40E-94
PF3D7_1145400	InterproscanData_RSRC	PF00350	Dynamin_N	33	213	2.70E-50
PF3D7_1145400	InterproscanData_RSRC	PF02212	GED	616	703	5.30E-23
PF3D7_1145400	InterproscanData_RSRC	SSF52540	53350	6	310	5.70E-78
PF3D7_1145400	InterproscanData_RSRC	SM00302	GED	615	706	5.70E-17
PF3D7_1145400	InterproscanData_RSRC	PS51388	GED	620	711	2.70E+01
PF3D7_1145400	InterproscanData_RSRC	PF01031	Dynamin_M	222	514	1.70E-84
PF3D7_1145500	InterproscanData_RSRC	SSF52540	53350	602	825	6.30E-52
PF3D7_1145500	InterproscanData_RSRC	SM00382	AAA	631	822	6.40E-06
PF3D7_1145500	InterproscanData_RSRC	PF00664	ABC_membrane	192	457	1.70E-22
PF3D7_1145500	InterproscanData_RSRC	PS50893	ABC_TRANSPORTER_2	604	830	1.70E+01
PF3D7_1145500	InterproscanData_RSRC	SSF90123	53060	189	466	5.00E-36
PF3D7_1145500	InterproscanData_RSRC	PF00005	ABC_tran	622	773	2.00E-24
PF3D7_1145500	InterproscanData_RSRC	PS50929	ABC_TM1F	194	466	2.50E+01
PF3D7_1145600	InterproscanData_RSRC	PF10507	DUF2453	303	411	2.30E-42
PF3D7_1145600	InterproscanData_RSRC	SSF55781	50183	564	612	1.50E-10
PF3D7_1145600	InterproscanData_RSRC	SSF55781	50183	445	523	1.50E-10
PF3D7_1145700	InterproscanData_RSRC	SSF53335	53229	241	342	2.00E-15
PF3D7_1145700	InterproscanData_RSRC	SSF53335	53229	69	141	2.00E-15
PF3D7_1145700	InterproscanData_RSRC	PF06859	Bin3	265	383	3.10E-15
PF3D7_1145700	InterproscanData_RSRC	PS51515	BIN3_SAM	81	384	3.90E+01
PF3D7_1146000	InterproscanData_RSRC	SSF50978	49784	115	217	4.90E-72
PF3D7_1146000	InterproscanData_RSRC	SSF50978	49784	604	644	4.90E-72
PF3D7_1146000	InterproscanData_RSRC	SSF50978	49784	477	550	4.90E-72
PF3D7_1146000	InterproscanData_RSRC	SSF50978	49784	318	394	4.90E-72
PF3D7_1146000	InterproscanData_RSRC	PS50082	WD_REPEATS_2	121	162	1.80E+01
PF3D7_1146000	InterproscanData_RSRC	PS50082	WD_REPEATS_2	163	204	1.20E+01
PF3D7_1146000	InterproscanData_RSRC	SM00320	WD40	468	507	6.00E-07
PF3D7_1146000	InterproscanData_RSRC	SM00320	WD40	114	153	2.70E-13
PF3D7_1146000	InterproscanData_RSRC	SM00320	WD40	198	338	1.70E+00
PF3D7_1146000	InterproscanData_RSRC	SM00320	WD40	341	383	5.60E-06
PF3D7_1146000	InterproscanData_RSRC	SM00320	WD40	605	644	2.30E-08
PF3D7_1146000	InterproscanData_RSRC	SM00320	WD40	156	195	3.50E-08
PF3D7_1146000	InterproscanData_RSRC	SM00320	WD40	386	463	4.10E+00
PF3D7_1146000	InterproscanData_RSRC	SM00320	WD40	510	549	1.80E-09
PF3D7_1146000	InterproscanData_RSRC	PF00400	WD40	158	194	2.30E-07
PF3D7_1146000	InterproscanData_RSRC	PF00400	WD40	345	383	5.30E-09
PF3D7_1146000	InterproscanData_RSRC	PF00400	WD40	388	461	2.90E-04
PF3D7_1146000	InterproscanData_RSRC	PF00400	WD40	474	507	8.90E-09
PF3D7_1146000	InterproscanData_RSRC	PF00400	WD40	609	644	2.00E-09
PF3D7_1146000	InterproscanData_RSRC	PF00400	WD40	116	153	4.70E-15
PF3D7_1146000	InterproscanData_RSRC	PF00400	WD40	511	549	1.20E-09
PF3D7_1146000	InterproscanData_RSRC	PF08154	NLE	17	88	8.00E-13
PF3D7_1146000	InterproscanData_RSRC	PS50082	WD_REPEATS_2	348	392	1.30E+01
PF3D7_1146000	InterproscanData_RSRC	PS50082	WD_REPEATS_2	517	551	1.30E+01
PF3D7_1146000	InterproscanData_RSRC	PS50294	WD_REPEATS_REGION	121	645	4.70E+01
PF3D7_1146000	InterproscanData_RSRC	PS50082	WD_REPEATS_2	475	516	1.50E+01
PF3D7_1146000	InterproscanData_RSRC	PS50082	WD_REPEATS_2	612	645	1.60E+01
PF3D7_1146100	InterproscanData_RSRC	SSF50729	53042	27	121	8.90E-08
PF3D7_1146500	InterproscanData_RSRC	PS51450	LRR	193	214	7.80E+00
PF3D7_1146500	InterproscanData_RSRC	SSF52058	53105	83	304	7.80E-22
PF3D7_1146500	InterproscanData_RSRC	PS51450	LRR	151	172	5.50E+00
PF3D7_1146500	InterproscanData_RSRC	PS51450	LRR	237	258	5.40E+00
PF3D7_1146500	InterproscanData_RSRC	PS51450	LRR	105	126	8.90E+00
PF3D7_1146500	InterproscanData_RSRC	PS51450	LRR	215	236	6.50E+00
PF3D7_1146500	InterproscanData_RSRC	PS51450	LRR	127	148	6.00E+00
PF3D7_1146600	InterproscanData_RSRC	PF00808	CBFD_NFYB_HMF	1133	1195	5.40E-22
PF3D7_1146600	InterproscanData_RSRC	SSF47113	52079	1131	1255	9.10E-37
PF3D7_1146700	InterproscanData_RSRC	SM00129	KISc	2	382	2.40E-62
PF3D7_1146700	InterproscanData_RSRC	PS50067	KINESIN_MOTOR_DOMAIN2	1	280	3.70E+01
PF3D7_1146700	InterproscanData_RSRC	SSF52540	53350	2	375	9.50E-82
PF3D7_1146700	InterproscanData_RSRC	PF00225	Kinesin	34	374	7.20E-71
PF3D7_1147200	InterproscanData_RSRC	SSF56059	53122	1354	1476	5.50E-14
PF3D7_1147100	InterproscanData_RSRC	PF03645	Tctex-1	11	102	3.60E-11
PF3D7_1146900	InterproscanData_RSRC	PF04893	Yip1	46	161	5.40E-08
PF3D7_1147200	InterproscanData_RSRC	PS51221	TTL	1293	1646	3.30E+01
PF3D7_1147200	InterproscanData_RSRC	SSF56059	53122	1549	1610	5.50E-14
PF3D7_1147300	InterproscanData_RSRC	SSF53335	53229	714	783	8.00E-06
PF3D7_1147300	InterproscanData_RSRC	SSF53335	53229	812	825	8.00E-06
PF3D7_1147400	InterproscanData_RSRC	PF02790	COX2_TM	40	75	2.10E-05
PF3D7_1147400	InterproscanData_RSRC	SSF81464	53245	28	73	4.10E-07
PF3D7_1147500	InterproscanData_RSRC	SSF48239	53354	377	673	6.70E-105
PF3D7_1147500	InterproscanData_RSRC	SSF48239	53354	788	898	6.70E-105
PF3D7_1147500	InterproscanData_RSRC	PF13249	Prenyltrans_2	489	602	6.00E-15
PF3D7_1147700	InterproscanData_RSRC	SSF51344	36818	18	90	1.70E-14
PF3D7_1147700	InterproscanData_RSRC	PF02823	ATP-synt_DE_N	19	89	9.00E-15
PF3D7_1147800	InterproscanData_RSRC	PF02430	AMA-1	781	947	1.40E-08
PF3D7_1147800	InterproscanData_RSRC	PF02430	AMA-1	220	369	2.00E-10
PF3D7_1147800	InterproscanData_RSRC	PF11556	EBA-175_VI	1900	1980	4.30E-35
PF3D7_1147800	InterproscanData_RSRC	PF02430	AMA-1	781	947	1.50E-08
PF3D7_1147800	InterproscanData_RSRC	PF02430	AMA-1	220	369	2.00E-10
PF3D7_1147800	InterproscanData_RSRC	PF11556	EBA-175_VI	1900	1980	4.40E-35
PF3D7_1148000	InterproscanData_RSRC	PS50011	PROTEIN_KINASE_DOM	1153	1423	3.60E+01
PF3D7_1148000	InterproscanData_RSRC	SM00220	S_TKc	1153	1423	1.40E-57
PF3D7_1148000	InterproscanData_RSRC	PF00069	Pkinase	1155	1422	3.20E-47
PF3D7_1148000	InterproscanData_RSRC	SSF56112	53164	1154	1425	5.50E-61
PF3D7_1148700	InterproscanData_RSRC	PF09687	PRESAN	100	218	4.00E-23
PF3D7_1148800	InterproscanData_RSRC	PF09688	Wx5_PLAF3D7	245	362	2.50E-22
PF3D7_1149000	InterproscanData_RSRC	PF05424	Duffy_binding	21	119	1.50E-16
PF3D7_1149000	InterproscanData_RSRC	SSF140924	52122	3	245	1.80E-41
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	4961	4980	1.30E-05
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	3841	3861	7.90E-05
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	3322	3343	5.20E-05
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	3999	4020	2.40E-05
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	3652	3672	3.00E-05
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	3904	3924	4.10E-05
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	3505	3525	1.90E-04
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	5040	5060	3.90E-05
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	2678	2697	1.40E-05
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	2047	2068	1.40E-05
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	2528	2549	1.60E-04
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	3139	3160	7.70E-06
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	4335	4356	5.00E-05
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	3978	3998	5.00E-05
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	4722	4743	9.40E-05
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	4931	4951	1.20E-04
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	3303	3321	5.80E-06
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	3013	3032	4.40E-05
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	4910	4930	2.80E-05
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	2420	2439	3.60E-05
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	2454	2474	4.00E-05
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	2930	2949	1.10E-04
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	4075	4094	2.10E-04
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	4095	4114	2.10E-04
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	2145	2165	1.00E-04
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	4637	4657	9.00E-06
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	4444	4464	6.00E-05
PF3D7_1149000	InterproscanData_RSRC	PF04671	Ag332	3065	3085	8.00E-06
PF3D7_1149000	InterproscanData_RSRC	PF03011	PFEMP	159	234	1.30E-04
PF3D7_1149200	InterproscanData_RSRC	SSF46565	50633	570	653	9.70E-18
PF3D7_1149200	InterproscanData_RSRC	PS50076	DNAJ_2	573	637	1.70E+01
PF3D7_1149200	InterproscanData_RSRC	PF00226	DnaJ	574	634	2.10E-15
PF3D7_1149200	InterproscanData_RSRC	PF14308	DnaJ-X	701	912	3.80E-38
PF3D7_1149200	InterproscanData_RSRC	SSF69349	52558	927	1021	4.60E-07
PF3D7_1149200	InterproscanData_RSRC	PF09687	PRESAN	173	293	2.70E-20
PF3D7_1149200	InterproscanData_RSRC	SSF69349	52558	994	1075	1.60E-06
PF3D7_1149200	InterproscanData_RSRC	SM00271	DnaJ	572	629	6.30E-15
PF3D7_1149300	InterproscanData_RSRC	SM00220	S_TKc	193	558	3.40E-06
PF3D7_1149300	InterproscanData_RSRC	SSF56112	53164	301	559	1.10E-27
PF3D7_1149300	InterproscanData_RSRC	PS50011	PROTEIN_KINASE_DOM	193	558	1.70E+01
PF3D7_1149300	InterproscanData_RSRC	PF00069	Pkinase	301	558	6.30E-18
PF3D7_1149500	InterproscanData_RSRC	PS50076	DNAJ_2	484	548	1.60E+01
PF3D7_1149500	InterproscanData_RSRC	SSF48065	50917	609	692	8.80E-05
PF3D7_1149500	InterproscanData_RSRC	SSF46565	50633	481	564	9.40E-17
PF3D7_1149500	InterproscanData_RSRC	SM00271	DnaJ	483	540	2.10E-16
PF3D7_1149500	InterproscanData_RSRC	PF14308	DnaJ-X	612	808	3.10E-21
PF3D7_1149500	InterproscanData_RSRC	PF09687	PRESAN	172	293	1.80E-17
PF3D7_1149500	InterproscanData_RSRC	PF00226	DnaJ	485	545	3.80E-14
PF3D7_1149600	InterproscanData_RSRC	PF14308	DnaJ-X	449	693	6.50E-34
PF3D7_1149600	InterproscanData_RSRC	PS50076	DNAJ_2	314	379	2.40E+01
PF3D7_1149600	InterproscanData_RSRC	PF00226	DnaJ	314	376	6.60E-28
PF3D7_1149600	InterproscanData_RSRC	SSF46565	50633	310	410	4.30E-30
PF3D7_1149600	InterproscanData_RSRC	SM00271	DnaJ	313	371	6.80E-32
PF3D7_1149700	InterproscanData_RSRC	PF09687	PRESAN	5	69	1.20E-11
PF3D7_1149800	InterproscanData_RSRC	PF02009	Rifin_STEVOR	26	314	1.40E-95
PF3D7_1149800	InterproscanData_RSRC	TIGR01477	TIGR01477	1	314	5.30E-96
PF3D7_1149900	InterproscanData_RSRC	PF02009	Rifin_STEVOR	29	308	1.10E-66
PF3D7_1149900	InterproscanData_RSRC	SSF103473	42501	184	301	8.20E-05
PF3D7_1149900	InterproscanData_RSRC	TIGR01478	TIGR01478	1	308	0.00E+00
PF3D7_1150000	InterproscanData_RSRC	PF02009	Rifin_STEVOR	25	369	5.60E-100
PF3D7_1150000	InterproscanData_RSRC	TIGR01477	TIGR01477	1	369	0.00E+00
PF3D7_1150100	InterproscanData_RSRC	PF02009	Rifin_STEVOR	1	281	1.50E-82
PF3D7_1150100	InterproscanData_RSRC	TIGR01477	TIGR01477	3	281	1.20E-70
PF3D7_1150200	InterproscanData_RSRC	TIGR01477	TIGR01477	1	338	6.00E-127
PF3D7_1150200	InterproscanData_RSRC	PF02009	Rifin_STEVOR	20	338	5.80E-89
PF3D7_1150300	InterproscanData_RSRC	TIGR01477	TIGR01477	1	341	0.00E+00
PF3D7_1150300	InterproscanData_RSRC	PF02009	Rifin_STEVOR	20	341	4.50E-93
PF3D7_1150400	InterproscanData_RSRC	SSF140924	52122	783	1112	1.60E-72
PF3D7_1150400	InterproscanData_RSRC	PF15445	ATS	2699	3119	0.00E+00
PF3D7_1150400	InterproscanData_RSRC	SSF140924	52122	2290	2500	5.90E-28
PF3D7_1150400	InterproscanData_RSRC	SSF140924	52122	463	672	5.10E-30
PF3D7_1150400	InterproscanData_RSRC	SSF140924	52122	1290	1632	1.70E-78
PF3D7_1150400	InterproscanData_RSRC	SSF140924	52122	1675	1693	1.70E-78
PF3D7_1150400	InterproscanData_RSRC	PF15447	NTS	20	56	3.90E-08
PF3D7_1150400	InterproscanData_RSRC	PF05424	Duffy_binding	121	304	8.20E-64
PF3D7_1150400	InterproscanData_RSRC	PF05424	Duffy_binding	1930	2141	4.50E-33
PF3D7_1150400	InterproscanData_RSRC	PF05424	Duffy_binding	1353	1506	6.90E-50
PF3D7_1150400	InterproscanData_RSRC	PF05424	Duffy_binding	832	1001	3.60E-49
PF3D7_1150400	InterproscanData_RSRC	SSF140924	52122	61	470	2.20E-80
PF3D7_1150400	InterproscanData_RSRC	PF03011	PFEMP	2402	2547	6.20E-33
PF3D7_1150400	InterproscanData_RSRC	PF03011	PFEMP	574	717	3.30E-32
PF3D7_1150400	InterproscanData_RSRC	SSF140924	52122	2019	2096	7.70E-82
PF3D7_1150400	InterproscanData_RSRC	SSF140924	52122	1859	1977	7.70E-82
PF3D7_1150400	InterproscanData_RSRC	SSF140924	52122	2127	2297	7.70E-82
PF3D7_0100100	InterproscanData_RSRC	PF03011	PFEMP	1472	1611	1.10E-31
PF3D7_0100100	InterproscanData_RSRC	PF03011	PFEMP	602	762	9.00E-36
PF3D7_0100100	InterproscanData_RSRC	PF15445	ATS	1732	2163	0.00E+00
PF3D7_0100100	InterproscanData_RSRC	PF05424	Duffy_binding	125	323	2.30E-67
PF3D7_0100100	InterproscanData_RSRC	PF05424	Duffy_binding	909	1137	7.40E-23
PF3D7_0100100	InterproscanData_RSRC	PF15447	NTS	18	57	7.40E-14
PF3D7_0100100	InterproscanData_RSRC	SSF140924	52122	517	698	1.30E-31
PF3D7_0100100	InterproscanData_RSRC	SSF140924	52122	738	758	1.30E-31
PF3D7_0100100	InterproscanData_RSRC	SSF140924	52122	1362	1575	3.00E-33
PF3D7_0100100	InterproscanData_RSRC	SSF140924	52122	99	499	4.30E-84
PF3D7_0100100	InterproscanData_RSRC	SSF140924	52122	872	932	6.20E-76
PF3D7_0100100	InterproscanData_RSRC	SSF140924	52122	1179	1365	6.20E-76
PF3D7_0100100	InterproscanData_RSRC	SSF140924	52122	961	993	6.20E-76
PF3D7_0100100	InterproscanData_RSRC	SSF140924	52122	1030	1124	6.20E-76
PF3D7_0100200	InterproscanData_RSRC	SSF47473	53359	58	131	6.00E-05
PF3D7_0100200	InterproscanData_RSRC	TIGR01477	TIGR01477	1	331	0.00E+00
PF3D7_0100200	InterproscanData_RSRC	PF02009	Rifin_STEVOR	20	331	9.20E-100
PF3D7_0100300	InterproscanData_RSRC	SSF140924	52122	509	786	3.10E-51
PF3D7_0100300	InterproscanData_RSRC	PF05424	Duffy_binding	528	675	7.50E-30
PF3D7_0100300	InterproscanData_RSRC	PF05424	Duffy_binding	120	307	1.10E-62
PF3D7_0100300	InterproscanData_RSRC	PF15447	NTS	14	49	7.00E-09
PF3D7_0100300	InterproscanData_RSRC	PF15445	ATS	894	1327	0.00E+00
PF3D7_0100300	InterproscanData_RSRC	SSF140924	52122	60	428	2.60E-80
PF3D7_0100300	InterproscanData_RSRC	SSF140924	52122	457	475	2.60E-80
PF3D7_0100400	InterproscanData_RSRC	PF02009	Rifin_STEVOR	22	372	4.40E-89
PF3D7_0100400	InterproscanData_RSRC	TIGR01477	TIGR01477	1	372	0.00E+00
PF3D7_0100600	InterproscanData_RSRC	PF02009	Rifin_STEVOR	25	359	3.90E-84
PF3D7_0100600	InterproscanData_RSRC	TIGR01477	TIGR01477	1	359	7.60E-116
PF3D7_0100700	InterproscanData_RSRC	PF09687	PRESAN	2	54	7.30E-10
PF3D7_0100800	InterproscanData_RSRC	TIGR01477	TIGR01477	1	344	0.00E+00
PF3D7_0100800	InterproscanData_RSRC	PF02009	Rifin_STEVOR	29	344	5.90E-85
PF3D7_0100900	InterproscanData_RSRC	TIGR01477	TIGR01477	1	350	0.00E+00
PF3D7_0100900	InterproscanData_RSRC	PF02009	Rifin_STEVOR	22	350	1.40E-91
PF3D7_0101000	InterproscanData_RSRC	PF02009	Rifin_STEVOR	26	358	3.80E-87
PF3D7_0101000	InterproscanData_RSRC	TIGR01477	TIGR01477	1	358	0.00E+00
PF3D7_0101200	InterproscanData_RSRC	PF09715	Plasmod_dom_1	146	212	8.70E-24
PF3D7_0101200	InterproscanData_RSRC	TIGR01519	TIGR01519	146	215	1.20E-24
PF3D7_0101400	InterproscanData_RSRC	PF14308	DnaJ-X	60	272	2.70E-30
PF3D7_0101500	InterproscanData_RSRC	SSF140924	52122	149	316	4.50E-35
PF3D7_0101500	InterproscanData_RSRC	SSF140924	52122	389	455	4.50E-35
PF3D7_0101500	InterproscanData_RSRC	PF05424	Duffy_binding	185	312	1.20E-37
PF3D7_0101500	InterproscanData_RSRC	PF15445	ATS	380	548	7.10E-65
PF3D7_0101600	InterproscanData_RSRC	SSF47473	53359	53	127	2.60E-07
PF3D7_0101600	InterproscanData_RSRC	TIGR01477	TIGR01477	1	369	0.00E+00
PF3D7_0101600	InterproscanData_RSRC	PF02009	Rifin_STEVOR	20	369	3.80E-108
PF3D7_0101700	InterproscanData_RSRC	PF15445	ATS	32	446	1.60E-89
PF3D7_0101800	InterproscanData_RSRC	TIGR01478	TIGR01478	1	289	2.20E-129
PF3D7_0101800	InterproscanData_RSRC	PF02009	Rifin_STEVOR	30	289	3.70E-58
PF3D7_0101900	InterproscanData_RSRC	PF02009	Rifin_STEVOR	25	343	2.20E-101
PF3D7_0101900	InterproscanData_RSRC	TIGR01477	TIGR01477	108	343	9.00E-57
PF3D7_0102100	InterproscanData_RSRC	PF02009	Rifin_STEVOR	6	280	1.30E-44
PF3D7_0102100	InterproscanData_RSRC	TIGR01478	TIGR01478	2	281	1.20E-98
PF3D7_0102200	InterproscanData_RSRC	PF09687	PRESAN	174	294	3.40E-20
PF3D7_0102200	InterproscanData_RSRC	PF00226	DnaJ	524	584	6.40E-14
PF3D7_0102200	InterproscanData_RSRC	SSF69349	52558	871	970	2.30E-06
PF3D7_0102200	InterproscanData_RSRC	SSF46565	50633	524	592	9.00E-15
PF3D7_0102200	InterproscanData_RSRC	PS50076	DNAJ_2	523	587	1.50E+01
PF3D7_0102200	InterproscanData_RSRC	SM00271	DnaJ	522	579	7.50E-13
PF3D7_0102200	InterproscanData_RSRC	PF14308	DnaJ-X	650	858	2.20E-27
PF3D7_0102400	InterproscanData_RSRC	TIGR01607	TIGR01607	25	364	0.00E+00
PF3D7_0102400	InterproscanData_RSRC	PF12697	Abhydrolase_6	48	349	5.10E-16
PF3D7_0102400	InterproscanData_RSRC	SSF53474	53348	47	368	4.90E-31
PF3D7_0102500	InterproscanData_RSRC	PF11556	EBA-175_VI	1401	1481	1.60E-31
PF3D7_0102500	InterproscanData_RSRC	SSF140924	52122	127	401	1.30E-47
PF3D7_0102500	InterproscanData_RSRC	SSF140924	52122	407	727	4.80E-48
PF3D7_0102500	InterproscanData_RSRC	PF05424	Duffy_binding	456	605	8.30E-31
PF3D7_0102600	InterproscanData_RSRC	PS50011	PROTEIN_KINASE_DOM	262	626	1.50E+01
PF3D7_0102600	InterproscanData_RSRC	PF00069	Pkinase	392	626	7.60E-14
PF3D7_0102600	InterproscanData_RSRC	SSF56112	53164	393	509	3.20E-22
PF3D7_0102600	InterproscanData_RSRC	SSF56112	53164	540	627	3.20E-22
PF3D7_0102600	InterproscanData_RSRC	SSF56112	53164	317	358	3.20E-22
PF3D7_0102600	InterproscanData_RSRC	SM00220	S_TKc	262	626	4.30E-03
PF3D7_0102700	InterproscanData_RSRC	PF12319	TryThrA_C	58	274	2.90E-51
PF3D7_0102800	InterproscanData_RSRC	PF06775	Seipin	443	581	1.10E-06
PF3D7_0102000	InterproscanData_RSRC	PF09687	PRESAN	90	229	1.90E-25
PF3D7_0102000	InterproscanData_RSRC	TIGR01639	TIGR01639	91	144	4.10E-08
